"sname","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c15","c16","c17"
"N1303 香海正覺蓮社佛教陳式宏學校","2,620",54,125,"247","340","457","545","632","760","865","967","1,061","1,180","1,284","1,489","1,611"
"N1401 石湖墟公立學校","10,402",70,275,"577","927","1,281","1,689","2,078","2,419","2,856","3,229","3,607","4,090","4,502","5,021","5,642"
"N1501 鳳溪廖萬石堂中學","8,456",80,217,"443","735","1,148","1,443","1,725","2,120","2,366","2,687","2,949","3,297",NA,NA,NA
"N1601 打鼓嶺嶺英公立學校","1,315",18,35,"71","102","138","167","213","268","306","353","401","428",NA,NA,NA
"N1602 International College Hong Kong","2,117",30,64,"150","221","309","373","434","469","503","540","601","651",NA,NA,NA
"N1603 吉澳村公所","102",0,8,"14","16","18","21","21","22","24","26","28","30","30","30","30"
"N1604 沙頭角中心小學","3,419",11,68,"216","423","565","721","850","961","1,060","1,139","1,281","1,384","1,565","1,801","1,962"
"N1605 李氏宗祠","76",2,4,"7","12","14","24","24","29","30","32","34","37","37","37","37"
"N1606 打鼓嶺社區會堂","1,532",19,57,"103","176","234","301","362","406","462","512","563","613","653","706","787"
"N1701 天平體育館","6,761",52,170,"362","583","832","1,119","1,329","1,594","1,831","2,070","2,315","2,594","2,888","3,245","3,609"
"N1702 聯和墟社區會堂","7,335",88,241,"482","833","1,216","1,503","1,883","2,223","2,538","2,877","3,168","3,442","3,824","4,172","4,662"
"N1801 從謙學校","1,558",18,44,"69","138","203","261","313","367","417","472","515","547","587","634","700"
"N1802 龍山學校","1,726",24,53,"113","158","219","292","331","408","456","514","570","634","704","773","840"
"N1803 軍地蔬菜產銷有限責任合作社","1,978",34,66,"114","162","222","286","342","393","468","530","606","664","727","813","892"
"N1804 新福事工協會生命導向中心","2,508",42,109,"192","283","377","439","520","702","759","791","878","939","1,022","1,106","1,219"
"N1805 和合石村公所","605",14,27,"49","62","83","111","127","139","164","191","223","242","273","293","324"
"P0101 大埔社區中心 (展覽廳)","6,950",66,349,"477","718","978","1,239","1,521","1,771","2,039","2,313","2,593","2,858","3,131","3,419","3,659"
"P0201 大埔官立中學","7,823",98,289,"569","923","1,345","1,784","2,180","2,615","3,022","3,382","3,759","4,059","4,472","4,888","5,373"
"P0301 新界婦孺福利會梁省德學校","3,440",40,153,"292","418","621","774","950","1,097","1,235","1,413","1,550","1,732","1,889","2,073","2,297"
"P0302 香港紅卍字會大埔卍慈中學","5552",49,201,"366","557","768","989","1167","1368","1609","1844","2082","2331","2553","2797","3144"
"P0401 大元社區會堂","8876",69,268,"514","817","1173","1470","1728","2056","2407","2752","3108","3430","3826","4138","4505"
"P0501 富亨鄰里社區中心","11628",163,391,"707","1095","1493","1850","2280","2725","3171","3631","4086","4482","5033","5507","6200"
"P0601 富善社區會堂","11831",110,335,"704","1096","1518","1518","2429","2879","3319","3874","4392","4855","5431","5918","6717"
"P0701 香港道教聯合會圓玄學院第二中學","9129",116,367,"674","1004","1410","1795","2187","2573","2976","3364","3727","4117","4446","4905","5509"
"P0801 廣福社區會堂","7587",134,324,"624","852","1121","1384","1669","1917","2210","2498","2780","3090","3454","3784","4145"
"P0802 大埔崇德黃建常紀念學校","1278",24,77,"129","200","268","322","384","441","512","555","613","664","730","804","884"
"P0901 大埔浸信會公立學校","8,535",85,339,"616","984","1,355","1,634","1,932","2,264","2,591","3,000","3,411","3,696","1,642","1,814","1,980"
"P1001 香港教師會李興貴中學","10,337",124,382,"730","1,153","1,402","2,032","2,433","2,990","3,443","3,943","4,545","4,922","3,881","4,316","4,908"
"P1002 保良局田家炳千禧小學","2,854",30,110,"214","358","499","618","777","938","1,098","1,277","1,409","1,549","3,316","3,630","4,004"
"P1101 運頭塘鄰里社區中心","8,550",98,264,"533","872","1,191","1,527","1,825","2,116","2,486","2,820","3,146","3,530","984","1,096","1,241"
"P1201 仁濟醫院蔡衍濤小學","5,785",93,232,"430","691","949","1,261","1,570","1,816","2,107","2,389","2,643","3,010",NA,NA,NA
"P1202 挪威國際學校","2,056",32,98,"170","264","343","415","503","567","635","716","809","877",NA,NA,NA
"P1301 南華莆村崇真堂","629",12,21,"46","77","92","151","174","217","241","261","290","318",NA,NA,NA
"P1302 獅子會林村青年中心","5,000",67,178,"383","531","724","902","1,083","1,256","1,447","1,648","1,854","2,035","2,245","2,531","2,800"
"P1303 圍頭村村公所","1,247",55,84,"127","187","234","290","344","367","422","472","536","586","636","695","760"
"P1304 泰亨公立學校","1,451",39,70,"124","178","254","326","383","441","512","583","649","711","779","892","973"
"P1401 神召會康樂中學","10,565",162,353,"606","976","1,328","1,736","2,126","2,539","2,998","3,401","3,872","4,292","4,730","5,299","5,961"
"P1501 林村公立黃福鑾紀念學校","10,926",109,265,"575","907","1,253","1,612","2,030","2,379","2,763","3,162","3,619","4,039","4,523","5,026","5,573"
"P1601 太和鄰里社區中心","7,799",101,273,"539","835","1,156","1,570","1,929","2,334","2,733","3,193","3,627","4,006","4,496","4,843","5,321"
"P1701 大埔三育中學","5,006",80,184,"304","516","796","995","1,196","1,435","1,671","1,930","2,175","2,381","2,623","2,941","3,308"
"P1702 九龍坑公立育賢學校","1,864",28,77,"155","247","324","389","476","558","630","706","804","893","959","1,037","1,110"
"P1703 康樂園服務處會議室","1,931",21,81,"165","215","290","378","454","549","627","704","812","919","971","1,100","1,222"
"P1704 孔教學院大成何郭佩珍中學","2,203",8,104,"179","296","391","493","586","686","788","883","1,003","1,130","1,226","1,358","1,497"
"P1801 大美督村公所","2,966",33,115,"207","300","404","510","614","730","842","953","1,088","1,204","1,332","1,455","1,761"
"P1802 船灣詹屋村村公所","4,456",78,190,"304","435","559","702","836","978","1,118","1,277","1,435","1,569","1,714","1,870","2,358"
"P1803 香港教育學院賽馬會小學","1,341",6,34,"84","140","207","240","285","358","465","515","574","650","702","808","935"
"P1901 香港浸信會神學院","5,675",146,192,"331","586","757","1,036","1,277","1,485","1,701","1,932","2,261","2,544",NA,NA,NA
"P1902 西貢郊野公園遊客中心","192",5,8,"13","20","26","30","35","46","50","61","67","86","92","92","96"
"P1903 塔門鄉公所","216",3,7,"31","38","45","47","47","51","55","63","67","69","80","80","80"
"Q0101 西貢賽馬會大會堂","8,785",117,315,"633","999","1,372","1,732","2,091","2,483","2,853","3,153","3,425","3,733","4,105","4,423","4,848"
"Q0102 萬宜漁村公共會堂","1,879",31,82,"137","221","270","349","412","454","508","558","630","694","753","848","931"
"Q0201 前西貢中心小學","6,887",101,249,"504","762","1,027","1,318","1,591","1,870","2,115","2,367","2,615","2,858","3,154","3,442","3,857"
"Q0401 港澳信義會小學","4,669",52,125,"303","463","664","851","1,035","1,231","1,508","1,697","1,887","2,050",NA,NA,NA
"Q0501 新界西貢坑口區鄭植之中學","4,609",46,161,"329","480","682","892","1,123","1,339","1,534","1,764","2,025","2,182",NA,NA,NA
"Q0601 播道書院","9,194",96,287,"554","867","1,091","1,522","1,917","2,284","2,670","3,086","3,450","3,685","4,271","4,740","5,434"
"Q0701 香港基督教女青年會將軍澳綜合社會服務處","7,102",138,372,"732","1,042","1,433","1,769","2,193","2,504","2,942","3,338","3,641","4,156","4,540","4,833","5,446"
"Q0801 優才(楊殷有娣)書院","6,082",55,152,"336","603","869","1,138","1,418","1,711","2,025","2,324","2,659","2,916","3,233","3,564","3,971"
"Q0901 香海正覺蓮社佛教正覺中學","8,539",78,227,"418","668","668","1,308","1,513","1,781","2,111","2,468","2,879","3,158","3,517","3,950","4,497"
"Q1001 寶覺中學","10,999",115,328,"585","938","1,320","1,694","2,058","2,500","2,925","3,360","3,817","4,286","4,796","5,354","5,997"
"Q1101 博愛醫院八十週年鄧英喜中學","9,264",102,285,"575","989","1,459","1,880","2,298","2,761","3,235","3,678","4,182","4,578","5,041","5,596","6,191"
"Q1201 仁濟醫院王華湘中學","9,992",69,208,"558","905","1,269","1,670","2,163","2,639","3,134","3,613","4,053","4,486","4,961","5,436","6,299"
"Q1301 將軍澳運動場","6,074",52,168,"346","596","830","1,197","1,516","1,840","2,224","2,572","2,961","3,309","3,615","3,999","4,483"
"Q1401 將軍澳官立小學","9,769",85,273,"602","1,026","1,509","2,035","2,606","3,100","3,607","4,177","4,600","5,089","5,503","6,117","6,742"
"Q1501 翠林體育館","2,049",29,75,"160","247","335","406","496","582","676","758","843","924","1,005","1,122","1,244"
"Q1502 景嶺書院","4,654",37,128,"300","470","678","819","1,054","1,253","1,463","1,639","1,888","2,129","2,304","2,511","2,803"
"Q1601 翠林社區會堂","10,852",124,338,"684","1,071","1,485","1,899","2,287","2,656","3,082","3,579","4,012","4,469","4,953","5,340","5,859"
"Q1701 迦密主恩中學","12,590",117,323,"701","1,082","1,558","2,034","2,508","2,966","3,409","3,955","4,418","4,886","5,461","5,986","6,662"
"Q1801 寶林邨文娛活動會堂","11,338",149,387,"749","1,235","1,690","2,192","2,751","3,190","3,735","4,307","4,817","5,390","5,905","6,470","7,243"
"Q1901 順德聯誼總會梁潔華小學","11,824",121,418,"825","1,378","1,935","2,514","3,123","3,815","4,361","5,022","5,628","6,241","6,743","7,570","8,339"
"Q1902 順德聯誼總會鄭裕彤中學","4,724",53,146,"315","514","719","1,004","1,204","1,456","1,742","2,002","2,219","2,576","2,753","2,998","3,412"
"Q2001 景林鄰里社區中心","12,273",178,348,"787","1,355","1,681","2,076","2,603","3,174","3,676","3,676","4,750","5,241","5,656","6,287","6,807"
"Q2101 天主教鳴遠中學","11,644",90,380,"866","1,495","1,814","2,349","2,772","3,203","3,664","4,174","4,666","5,121","5,599","6,283","6,952"
"Q2201 港澳信義會慕德中學","10,092",107,302,"686","1,138","1,594","2,050","2,457","2,945","3,435","3,932","4,392","4,883","5,340","5,896","6,392"
"Q2301 坑口社區會堂","12,336",134,390,"773","1,310","1,755","2,283","2,768","3,339","3,856","4,493","5,039","5,501","6,030","6,723","7,539"
"Q2401 尚德社區會堂","12,519",131,354,"634","944","1,363","1,751","2,127","2,553","2,978","3,409","3,905","4,334","4,808","5,330","6,301"
"Q2501 香港道教聯合會圓玄學院第三中學","11,557",110,357,"750","1,157","1,602","2,027","2,584","3,010","3,446","3,962","4,500","4,976","5,486","6,187","6,793"
"Q2601 啓思中學","2,767",34,117,"175","270","463","559","678","780","939","1,072","1,262","1,462","1,623","1,816","2,114"
"Q2602 康城社區會堂","10,568",134,338,"736","1,174","1,752","2,329","2,758","3,370","3,821","4,392","4,941","5,502","6,295","6,755","7,866"
"R0101 沙田大會堂","8,046",91,298,"576","952","1,258","1,684","2,063","2,589","3,037","3,437","3,766","4,138","4,456","4,915","5,403"
"R0102 沙田官立中學","1,605",35,81,"160","210","287","353","441","507","581","672","768","845","927","1,072","1,168"
"R0201 瀝源社區會堂","7,985",88,292,"701","957","1,313","1,576","1,859","2,179","2,469","2,782","3,122","3,396","3,658","3,953","4,266"
"R0301 禾輋社區會堂","11,486",123,399,"753","1,131","1,515","1,941","2,344","2,703","3,149","3,574","4,059","4,406","4,784","5,283","5,795"
"R0401 浸信會呂明才小學","9,083",156,399,"784","1,165","1,702","2,087","2,552","3,046","3,486","3,897","4,429","4,869","5,378","5,926","6,678"
"R0501 五旬節林漢光中學","8,636",154,396,"778","1,126","1,606","1,933","2,381","2,765","3,178","3,674","4,105","4,465","4,895","5,349","5,998"
"R0601 慈航學校","4,552",47,175,"334","544","807","1,016","1,255","1,487","1,700","1,892","2,095","2,296","2,497","2,741","3,044"
"R0602 富豪花園商場一樓富豪橋有蓋走廊","3,723",66,147,"287","444","641","822","1,032","1,216","1,420","1,628","1,788","2,011","2,191","2,448","2,701"
"R0701 佛教覺光法師中學","10,075",105,450,"769","1,124","1,553","1,900","2,260","2,608","2,997","3,441","3,849","4,258","4,701","5,101","5,553"
"R0801 博康社區會堂","11,621",156,502,"877","1,270","1,764","2,148","2,546","3,048","3,444","3,961","4,448","4,903","5,439","5,799","6,285"
"R0901 沙田圍胡素貞博士紀念學校","10,624",108,394,"769","1,174","1,602","2,055","2,397","2,904","3,340","3,863","4,363","4,829",NA,NA,NA
"R1001 秦石社區會堂","9,161",95,387,"738","1,211","1,678","2,120","2,520","2,942","3,330","3,818","4,292","4,571","4,968","5,479","5,906"
"R1101 新田圍社區會堂","5,885",67,206,"409","701","923","1,123","1,349","1,550","1,756","2,019","2,255","2,462","2,714","2,955","3,210"
"R1201 九龍城浸信會禧年 (恩平) 小學","11,549",106,381,"768","1,201","1,743","2,192","2,657","3,163","3,656","4,200","4,710","5,265","5,776","6,372","7,130"
"R1301 香港中文大學校友會聯會張煊昌學校","3,185",35,101,"211","353","510","670","771","909","1,044","1,178","1,340","1,530","1,651","1,848","2,052"
"R1302 顯徑體育館","8,410",120,277,"556","833","1,142","1,473","1,779","2,106","2,429","2,805","3,171","3,542","3,856","4,233","4,709"
"R1401 美田社區會堂","8,378",58,261,"480","760","1,104","1,366","1,696","1,973","2,246","2,604","2,922","3,292","3,676","4,073","4,554"
"R1501 東莞工商總會劉百樂中學","5,483",66,175,"370","603","844","1,089","1,368","1,620","1,920","2,184","2,489","2,781","3,076","3,329","3,909"
"R1601 顯徑鄰里社區中心","12,140",161,415,"903","1,198","1,683","2,122","2,521","2,933","3,493","4,016","4,524","5,048","5,487","6,049","6,685"
"R1602 才俊學校","1,979",40,108,"199","272","385","446","446","634","735","852","987","1,072","1,206","1,321","1,479"
"R1701 隆亨社區中心","8,695",83,289,"582","838","1,193","1,502","1,824","2,163","2,548","2,903","3,270","3,591","3,923","4,279","4,691"
"R1801 東莞工商總會張煌偉小學","9,811",111,353,"680","1,027","1,414","1,414","2,155","2,534","2,923","3,336","3,744","4,130","4,558","5,016","5,542"
"R1901 佛教黃允畋中學","10,471",144,414,"854","1,341","1,719","2,099","2,531","2,966","3,436","3,941","4,425","4,825","5,228","5,649","6,298"
"R1902 大圍村村公所","1,857",20,70,"124","190","268","345","420","487","587","668","746","850","925","1,018","1,108"
"R2001 樂道中學","7,335",70,261,"501","784","1,078","1,360","1,694","2,016","2,339","2,722","3,102","3,384","3,741","4,133","4,568"
"R2002 基督教香港信義會沙田信義幼稚園","919",6,29,"72","113","140","203","246","272","319","358","406","457","4,342","4,744","5,434"
"R2101 保良局蕭漢森小學","8,074",90,308,"610","859","1,237","1,737","2,038","2,455","2,780","3,269","3,563","3,893","4,112","4,486","5,089"
"R2201 賽馬會體藝中學","7,925",101,252,"460","766","1,119","1,449","1,816","2,171","2,576","2,985","3,364","3,737",NA,NA,NA
"R2301 香港中文大學富爾敦樓","1,699",16,50,"123","223","319","376","474","544","609","677","768","851",NA,NA,NA
"R2302 仁愛堂香港台山商會長者活動中心","4,683",36,150,"327","523","779","990","1,233","1,422","1,670","1,908","2,137","2,380",NA,NA,NA
"R2401 宣道會台山陳元喜小學","11,573",125,411,"764","1,226","1,717","2,257","2,795","3,212","3,703","4,368","4,940","5,425",NA,NA,NA
"R2501 香港中文大學校友會聯會陳震夏中學","12,282",144,411,"892","1,338","1,924","1,924","3,033","3,526","4,089","4,706","5,283","5,889",NA,NA,NA
"R2601 香港道教聯合會純陽小學","9,437",172,433,"764","1,225","1,687","1,687","2,605","3,030","3,514","3,984","4,465","4,922","5,390","5,904","6,585"
"R2801 明愛馬鞍山中學","13,493",143,418,"883","1,466","2,157","2,678","3,260","3,786","4,418","5,045","5,731","6,374","6,999","7,807","8,770"
"R2901 利安社區會堂","15,115",206,525,"1,130","1,762","2,352","3,076","3,649","4,210","4,949","5,713","6,367","7,050","7,783","8,660","9,854"
"R3001 吳氏宗親總會泰伯紀念學校","6,993",86,263,"500","768","1,049","1,325","1,639","1,938","2,277","2,569","2,865","3,192","3,510","3,908","4,471"
"R3002 東華三院黃鳳翎中學","3,782",47,161,"278","441","627","778","982","1,178","1,361","1,549","1,807","2,000","2,252","2,491","2,757"
"R3101 保良局莊啟程小學","13,495",112,439,"764","1,193","1,536","2,194","2,749","3,282","3,851","4,432","5,036","5,604","6,244","6,944","7,688"
"R3201 馬鞍山聖若瑟小學","9,383",84,272,"543","891","1,220","1,520","1,843","2,155","2,513","2,870","3,224","3,596","3,982","4,447","4,949"
"R3202 恒安社區中心","6,009",72,241,"430","641","888","1,110","1,346","1,574","1,836","2,117","2,384","2,603","2,831","3,119","3,467"
"R3301 德信中學","9,991",154,341,"695","1,098","1,577","2,159","2,605","2,917","3,443","3,855","4,361","4,864","5,401","6,015","6,913"
"R3401 聖公會馬鞍山主風小學","10,659",97,280,"626","1,026","1,445","1,903","2,278","2,689","3,156","3,625","4,149","4,630","5,093","5,655","6,386"
"R3402 基督教香港信義會馬鞍山信義學校","2,702",23,111,"221","301","409","502","604","671","758","884","974","1,062","1,180","1,281","1,391"
"R3501 林大輝中學","9,837",100,320,"577","1,041","1,427","1,835","2,470","2,840","3,306","3,306","4,064","4,569","4,989","5,628","6,366"
"R3601 路德會梁鉅鏐小學","6,595",110,252,"454","736","1,056","1,396","1,730","2,095","2,457","2,789","3,099","3,497","3,887","4,306","4,947"
"R3602 香港浸會大學附屬學校王錦輝中小學","2,219",46,104,"178","253","348","443","531","598","670","752","837","925",NA,NA,NA
"R3701 世界龍岡學校黃耀南小學","10,493",164,387,"824","1,218","1,652","2,108","2,609","3,132","3,604","4,115","4,598","5,084","5,539","6,048","6,838"
"R3801 廣源社區會堂","9,203",105,341,"633","990","1,381","1,755","2,107","2,438","2,800","3,166","3,589","3,925","4,333","4,737","5,183"
"S0101 中華傳道會許大同學校","9,738",152,398,"741","1,165","1,605","1,947","2,366","2,712","3,097","3,486","4,000","4,327","4,717","5,109","5,577"
"S0201 基督教香港信義會葵盛信義學校","14,268",141,485,"1,015","1,556","2,058","2,494","3,070","3,593","4,145","4,702","5,275","5,825","6,387","7,052","7,817"
"S0301 仁愛堂彭鴻樟幼稚園","6,276",104,280,"504","776","1,035","1,306","1,545","1,791","2,058","2,329","2,620","2,852","3,119","3,407","3,681"
"S0401 佛教林炳炎紀念學校(香港佛教聯合會主辦)","9,366",121,509,"839","1,120","1,465","1,803","2,274","2,537","2,885","3,267","3,643","3,981","4,301","4,697","5,118"
"S0501 中華基督教會全完中學","8,708",68,319,"567","896","1,175","1,493","1,774","2,078","2,394","2,731","3,116","3,436","3,838","4,287","4,840"
"S0601 中華基督教會全完幼稚園","6,106",97,277,"519","743","944","1,181","1,407","1,617","1,861","2,085","2,314","2,548","2,808","3,151","3,428"
"S0602 聖公會林護紀念中學","3,611",28,96,"203","316","450","557","669","793","924","1,065","1,224","1,337","1,480","1,653","1,827"
"S0701 聖公會主愛小學","11,554",124,465,"866","1,314","1,806","2,265","2,665","3,106","3,541","4,027","4,514","4,862","5,349","5,349","6,483"
"S0801 慈幼葉漢小學","9,446",154,368,"672","1,025","1,383","1,816","2,136","2,454","2,816","3,228","3,664","3,917","4,272","4,660","5,148"
"S0901 石籬 (一) 邨室內活動室","9,579",98,320,"653","1,083","1,439","1,821","2,148","2,464","2,876","3,251","3,668","4,026","4,444","4,822","5,316"
"S1001 石籬社區會堂","12,891",143,478,"933","1,344","1,928","2,338","2,731","3,221","3,621","4,152","4,625","5,260","5,673","6,190","6,736"
"S1101 香港道教聯合會圓玄學院第一中學","9,006",129,361,"627","976","1,325","1,651","2,071","2,547","2,899","3,237","3,565","3,859",NA,NA,NA
"S1201 佛教林金殿紀念小學","10,513",108,409,"784","1,244","1,687","2,104","2,469","2,867","3,316","3,798","4,258","4,659","1,513","1,673","1,884"
"S1301 華景山莊北停車場地下會議室","2,703",43,121,"198","351","512","616","717","866","990","1,138","1,265","1,370","515","563","600"
"S1302 迦密愛禮信中學","1,067",23,47,"99","152","199","240","279","314","344","398","449","483","1,921","2,120","2,340"
"S1303 東華三院高可寧紀念小學","4,940",59,148,"284","481","647","798","913","1,053","1,192","1,361","1,525","1,672","3,883","4,256","4,656"
"S1401 中華基督教會基真小學","7,840",113,296,"601","941","1,237","1,537","1,912","2,257","2,560","2,935","3,275","3,571","4,617","5,072","5,498"
"S1501 香港四邑商工總會陳南昌紀念中學","8,458",161,486,"882","1,247","1,704","2,167","2,563","2,868","3,250","3,506","3,986","4,347","3,537","3,882","4,250"
"S1601 葵芳社區會堂","6,594",108,303,"572","888","1,205","1,496","1,756","2,057","2,347","2,643","2,959","3,236",NA,NA,NA
"S1701 荔景社區會堂","8,221",77,260,"555","865","1,132","1,429","1,711","1,988","2,273","2,593","2,892","3,178","3,498","3,847","4,279"
"S1801 葵盛社區會堂","10,716",131,402,"747","1,224","1,612","1,969","2,414","2,743","3,122","3,557","3,956","4,311","4,783","5,258","5,763"
"S1901 地利亞(閩僑)英文小學","7,983",88,272,"498","765","1,013","1,268","1,577","1,847","2,175","2,470","2,854","3,104","3,490","3,863","4,296"
"S1902 中華基督教會燕京書院","8,817",83,287,"566","937","1,296","1,660","2,130","2,481","2,876","3,313","3,710","4,123","4,556","5,062","5,753"
"S2001 聖公會青衣邨何澤芸小學","8,135",121,355,"595","1,019","1,397","1,837","2,191","2,613","3,035","3,523","3,905","4,290","4,636","5,056","5,652"
"S2101 荃灣商會學校","10,587",89,331,"659","1,033","1,472","1,852","2,304","2,675","3,087","3,486","3,908","4,372","4,779","5,301","6,009"
"S2201 東華三院吳祥川紀念中學","2,376",26,84,"160","259","384","502","593","694","779","874","1,002","1,105","1,200","1,364","1,519"
"S2202 保良局世德小學","9,516",150,410,"761","1,201","1,605","2,145","2,581","3,056","3,552","4,016","4,434","4,905","5,440","5,945","6,594"
"S2301 長青社區中心","4,817",53,169,"320","504","700","964","1,020","1,151","1,315","1,472","1,644","1,813","1,950","2,135","2,316"
"S2302 美景花園自修室","5,826",91,199,"397","620","859","1,073","1,303","1,523","1,741","1,988","2,197","2,430","2,702","2,999","3,376"
"S2401 青衣商會小學","6,864",103,292,"583","856","1,089","1,340","1,500","1,709","1,947","2,181","2,381","2,629","2,845","3,072","3,272"
"S2402 青衣商會幼稚園","4,463",81,210,"364","562","760","947","1,160","1,330","1,503","1,681","1,876","2,055","2,240","2,465","2,707"
"S2501 樂善堂梁植偉紀念中學","7,616",161,371,"675","1,042","1,346","1,634","1,871","2,136","2,426","2,741","3,008","3,270","3,558","3,850","4,171"
"S2601 藍澄會","1,674",18,68,"119","186","246","318","403","478","564","671","755","829","932","1,097","1,197"
"S2602 聖公會青衣主恩小學","6,930",81,295,"544","751","1,012","1,217","1,401","1,608","1,831","2,051","2,267","2,546","2,845","3,217","3,627"
"S2701 長亨社區會堂","10,186",160,517,"903","1,386","1,771","2,144","2,518","2,898","3,329","3,730","4,174","4,598","5,036","5,553","6,054"
"S2801 長發社區中心","7,329",117,281,"578","849","1,144","1,428","1,756","2,027","2,356","2,619","2,891","3,138","3,447","3,866","4,247"
"S2901 中華傳道會呂明才小學","9,837",160,438,"715","1,128","1,509","1,837","2,143","2,493","2,866","3,225","3,583","3,961","4,324","4,764","5,225"
"T0101 中華基督教會大澳小學","1,816",43,134,"227","291","337","383","444","490","532","595","660","744",NA,NA,NA
"T0102 沙螺灣鄉公所","72",1,3,"4","4","9","9","12","12","18","19","20","20",NA,NA,NA
"T0103 大澳䃟頭村村公所","41",0,1,"3","8","11","11","12","13","15","16","18","18",NA,NA,NA
"T0104 醫療輔助隊東涌訓練中心","881",7,22,"44","81","116","143","175","199","227","265","294","321","345","387","407"
"T0105 牛牯塱三鄉合作社","64",0,4,"14","21","26","27","28","28","28","28","29","29","29","30","30"
"T0106 寶蓮禪寺大澳廳","45",0,2,"7","10","10","10","10","10","10","11","13","13","14","14","14"
"T0107 梅窩體育館","2,799",25,105,"223","341","453","533","638","744","843","949","1,061","1,164","1,250","1,376","1,492"
"T0108 塘福鄉公所","411",8,15,"32","38","40","50","60","73","83","105","118","149","162","199","212"
"T0109 杯澳公立學校","971",26,44,"78","99","130","166","200","247","278","307","357","406","436","474","494"
"T0201 東涌天主教學校","9,127",107,297,"515","883","1,132","1,381","1,707","1,968","2,279","2,611","3,035","3,303","3,688","4,192","4,648"
"T0301 香港教育工作者聯會黃楚標學校","11,356",96,257,"562","888","1,248","1,565","1,928","2,311","2,712","3,166","3,633","4,019","4,477","4,963","5,629"
"T0401 東涌社區會堂","7,764",93,276,"529","885","1,267","1,634","1,947","2,312","2,684","3,058","3,411","3,735","4,025","4,438","4,868"
"T0501 香港教育工作者聯會黃楚標中學","10,789",138,368,"698","1,140","1,585","1,987","2,389","2,750","3,156","3,600","4,080","4,511","4,991","5,459","6,006"
"T0601 愉景灣社區會堂","4,464",39,88,"196","369","529","751","943","1,138","1,349","1,559","1,694","1,906","2,104","2,285","2,488"
"T0701 坪洲體育館","3,697",56,183,"347","549","702","832","967","1,092","1,252","1,373","1,508","1,652","1,794","2,009","2,138"
"T0801 南丫島北段鄉事委員會","2,194",74,167,"368","368","454","533","618","698","780","870","955","1,039","1,111","1,197","1,251"
"T0802 索罟灣普通科門診診所","207",3,8,"27","33","42","48","55","66","77","89","95","100",NA,NA,NA
"T0901 佛教慧因法師紀念中學","4074",56,162,"281","413","555","665","794","891","1014","1164","1272","1409","1617","1795","1919"
"T0902 明愛陳震夏郊野學園(聖保祿校舍)","2139",20,151,"229","229","304","374","454","516","569","624","688","751","857","965","1036"
"T1001 長洲體育館","2418",24,93,"151","250","330","412","495","573","647","732","803","885","964","1056","1139"
"T1002 國民學校","3261",75,247,"388","502","620","626","731","731","880","962","1051","1145","1259","1377","1460"
